Id,Form,Character,Gender,RoleType,City,Territory
0001,Dal segno,Didone,Male,Prima donna,Naples,Italy
0002,Dal segno,Didone,Male,Prima donna,Rome,Italy
0003,Da capo,Didone,Male,Prima donna,Naples,Italy
0004,recit,Enea,Male,Primo soprano,Naples,Italy
0005,Dal segno,Selene,Male,Seconda donna,Naples,Italy
0006,Dal segno,Didone,Male,Prima donna,Naples,Italy
0007,Dal segno,Didone,Male,Prima donna,Naples,Italy
0008,Dal segno,Didone,Male,Prima donna,Padua,Italy
0009,Da capo,Didone,Male,Prima donna,Padua,Italy
0010,Dal segno,Didone,Male,Prima donna,Venice,Italy
0011,Da capo,Didone,Male,Prima donna,Venice,Italy
0012,Dal segno,Didone,Male,Prima donna,Wermsdorf,Empire
0013,Dal segno,Didone,Male,Prima donna,Wermsdorf,Empire
0014,Da capo,Didone,Male,Prima donna,Rome,Italy
0015,Da capo,Didone,Male,Prima donna,Rome,Italy
0016,Dal segno,Didone,Male,Prima donna,Vienna,Empire
0017,Dal segno,Didone,Male,Prima donna,Genoa,Italy
0018,ABA,Didone,Male,Prima donna,Copenhagen,Empire
0019,Dal segno,Didone,Male,Prima donna,Stuttgart,Empire
0020,Dal segno,Didone,Male,Prima donna,Venice,Italy
0021,AB,Didone,Male,Prima donna,Venice,Italy
0022,Dal segno,Didone,Male,Prima donna,Wermsdorf,Empire
0023,Da capo,Selene,Male,Seconda donna,Naples,Italy
0024,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0025,recit,Enea,Male,Primo soprano,Padua,Italy
0026,Dal segno,Osmida,Male,Parte ultima,Padua,Italy
0027,Dal segno,Iarba,Male,Tenore,Padua,Italy
0028,Dal segno,Enea,Male,Primo soprano,Padua,Italy
0029,recit,Enea,Male,Primo soprano,Venice,Italy
0030,Dal segno,Selene,Male,Seconda donna,Venice,Italy
0031,Da capo,Didone,Male,Prima donna,Rome,Italy
0032,Da capo,Didone,Male,Prima donna,Vienna,Italy
0033,Dal segno,Didone,Male,Prima donna,Genoa,Italy
0034,Dal segno,Didone,Male,Prima donna,Genoa,Italy
0035,Da capo,Didone,Male,Prima donna,Venice,Italy
0036,ABA,Didone,Male,Prima donna,Copenhagen,Empire
0037,Dal segno,Didone,Male,Prima donna,Venice,Italy
0038,Dal segno,Didone,Male,Prima donna,Prague,Empire
0039,Dal segno,Didone,Male,Prima donna,Prague,Empire
0040,Dal segno,Didone,Male,Prima donna,Venice,Italy
0041,Dal segno,Didone,Male,Prima donna,Rome,Italy
0042,Dal segno,Didone,Male,Prima donna,Rome,Italy
0043,ABA,Didone,Male,Prima donna,Venice,Italy
0044,ABA,Didone,Male,Prima donna,Venice,Italy
0045,AB,Didone,Male,Prima donna,Venice,Italy
0046,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0047,ABA,Didone,Male,Prima donna,Naples,Italy
0048,Dal segno,Didone,Male,Prima donna,Vienna,Empire
0049,Da capo,Didone,Male,Prima donna,Copenhagen,Empire
0050,Dal segno,Didone,Male,Prima donna,Stuttgart,Empire
0051,Dal segno,Didone,Male,Prima donna,Stuttgart,Empire
0052,ABA,Didone,Male,Prima donna,Naples,Italy
0053,Dal segno,Didone,Male,Prima donna,Venice,Italy
0054,Dal segno,Selene,Male,Seconda donna,Padua,Italy
0055,Dal segno,Osmida,Male,Parte ultima,Naples,Italy
0056,Da capo,Iarba,Male,Tenore,Naples,Italy
0057,Dal segno,Enea,Male,Primo soprano,Naples,Italy
0058,Da capo,Selene,Male,Seconda donna,Naples,Italy
0059,Dal segno,Iarba,Male,Tenore,Naples,Italy
0060,Da capo,Iarba,Male,Tenore,Naples,Italy
0061,Dal segno,Enea,Male,Primo soprano,Naples,Italy
0062,Dal segno,Osmida,Male,Parte ultima,Naples,Italy
0063,Dal segno,Iarba,Male,Tenore,Naples,Italy
0064,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0065,Dal segno,Enea,Male,Primo soprano,Naples,Italy
0066,Da capo,Selene,Male,Seconda donna,Naples,Italy
0067,Dal segno,Iarba,Male,Tenore,Naples,Italy
0068,Dal segno,Araspe,Male,Secondo uomo,Naples,Italy
0069,Dal segno,Osmida,Male,Parte ultima,Naples,Italy
0070,AB,Iarba,Male,Tenore,Padua,Italy
0071,Dal segno,Araspe,Male,Secondo uomo,Padua,Italy
0072,Da capo,Enea,Male,Primo soprano,Padua,Italy
0073,Dal segno,Osmida,Male,Parte ultima,Padua,Italy
0074,Dal segno,Enea,Male,Primo soprano,Padua,Italy
0075,Dal segno,Osmida,Male,Parte ultima,Venice,Italy
0076,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0077,Da capo,Enea,Male,Primo soprano,Venice,Italy
0078,Dal segno,Iarba,Male,Tenore,Venice,Italy
0079,ABAB,Didone,Male,Prima donna,Naples,Italy
0080,Dal segno,Timante,Male,Primo soprano,Naples,Italy
0081,Da capo,Timante,Male,Primo soprano,Padua,Italy
0082,Dal segno,Timante,Male,Primo soprano,Munich,Italy
0083,Dal segno,Timante,Male,Primo soprano,Dresden,Empire
0086,Da capo,Dircea,Male,Prima donna,Naples,Italy
0087,Dal segno,Timante,Male,Primo soprano,Milan,Italy
0088,Da capo,Timante,Male,Primo soprano,Turin,Italy
0089,Dal segno,Timante,Male,Primo soprano,Padua,Italy
0090,Dal segno,Timante,Male,Primo soprano,Stuttgart,Empire
0091,Da capo,Dircea,Male,Prima donna,Padua,Italy
0092,Dal segno,Enea,Male,Primo soprano,Naples,Italy
0093,Dal segno,Timante,Male,Primo soprano,Lisbon,Portugal
0094,Da capo,Timante,Male,Primo soprano,Milan,Italy
0095,ABAB,Timante,Male,Primo soprano,Naples,Italy
0096,Dal segno,Timante,Male,Primo soprano,Naples,Italy
0097,Dal segno,Timante,Male,Primo soprano,Reggio Emilia,Italy
0098,Da capo,Timante,Male,Primo soprano,,
0099,Dal segno,Timante,Male,Primo soprano,Copenhagen,Empire
0100,Dal segno,Timante,Male,Primo soprano,Berlin,Empire
0101,Dal segno,Enea,Male,Primo soprano,Wermsdorf,Empire
0102,AA ,Timante,Male,Primo soprano,Alessandria,Italy
0103,Da capo,Enea,Male,Primo soprano,Rome,Italy
0104,ABAB,Enea,Male,Primo soprano,Naples,Italy
0105,Dal segno,Enea,Male,Primo soprano,Genoa,Italy
0106,ABA,Enea,Male,Primo soprano,Venice,Italy
0107,Da capo,Enea,Male,Primo soprano,Venice,Italy
0108,Dal segno,Enea,Male,Primo soprano,Rome,Italy
0109,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0110,Dal segno,Dircea,Male,Prima donna,Padua,Italy
0111,Da capo,Dircea,Male,Prima donna,Milan,Italy
0112,Dal segno,Enea,Male,Primo soprano,Rome,Italy
0113,Dal segno,Dircea,Male,Prima donna,Dresden,Empire
0114,Da capo,Dircea,Male,Prima donna,Turin,Italy
0115,Dal segno,Dircea,Male,Prima donna,Lisbon,Portugal
0116,Da capo,Dircea,Male,Prima donna,Milan,Italy
0117,Da capo,Dircea,Male,Prima donna,Madrid,Spain
0118,Dal segno,Dircea,Male,Prima donna,Naples,Italy
0119,Da capo,Dircea,Male,Prima donna,Stuttgart,Empire
0120,Dal segno,Dircea,Male,Prima donna,Naples,Italy
0121,Dal segno,Iarba,Male,Tenore,,
0122,ABA,Dircea,Male,Prima donna,Naples,Italy
0123,Da capo,Iarba,Male,Tenore,Wermsdorf,Empire
0124,Da capo,Iarba,Male,Tenore,Rome,Italy
0125,ABA,Iarba,Male,Tenore,Prague,Empire
0126,Dal segno,Iarba,Male,Tenore,Rome,Italy
0127,ABA,Iarba,Male,Tenore,Venice,Italy
0128,AB,Iarba,Male,Tenore,Copenhagen,Empire
0129,recit,Iarba,Male,Tenore,Genoa,Italy
0130,Dal segno,Iarba,Male,Tenore,Venice,Italy
0131,Da capo,Iarba,Male,Tenore,Naples,Italy
0132,AA ,Iarba,Male,Tenore,Naples,Italy
0133,Da capo,Iarba,Male,Tenore,Venice,Italy
0134,Dal segno,Didone,Male,Prima donna,Venice,Italy
0135,Dal segno,Iarba,Male,Tenore,Stuttgart,Empire
0136,ABA,Didone,Male,Prima donna,Naples,Italy
0137,ABA,Iarba,Male,Tenore,Venice,Italy
0138,Dal segno,"Didone,Enea",Male&Male,"Prima donna,Primo soprano",Padua,Italy
0139,recit,Enea,Male,Primo soprano,Naples,Italy
0140,Dal segno,Araspe,Male,Secondo uomo,Padua,Italy
0141,Da capo,Enea,Male,Primo soprano,Naples,Italy
0142,Dal segno,Iarba,Male,Tenore,Naples,Italy
0143,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0144,Da capo,Didone,Male,Prima donna,Naples,Italy
0145,Dal segno,Selene,Male,Seconda donna,Naples,Italy
0146,ABA,Didone,Male,Prima donna,Paris,France
0147,Dal segno,Iarba,Male,Tenore,Wermsdorf,Empire
0148,Dal segno,Selene,Male,Seconda donna,Wermsdorf,Empire
0149,Da capo,Enea,Male,Primo soprano,Vienna,Empire
0150,Da capo,Osmida,Male,Parte ultima,Vienna,Empire
0151,Dal segno,Enea,Male,Primo soprano,Wermsdorf,Empire
0152,Da capo,Selene,Male,Seconda donna,Vienna,Empire
0153,Da capo,Enea,Male,Primo soprano,Vienna,Empire
0154,Dal segno,Iarba,Male,Tenore,Naples,Italy
0155,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0156,Da capo,Enea,Male,Primo soprano,Naples,Italy
0157,Dal segno,Selene,Male,Seconda donna,Naples,Italy
0158,Da capo,Iarba,Male,Tenore,Naples,Italy
0159,Da capo,Didone,Male,Prima donna,Naples,Italy
0160,Da capo,Enea,Male,Primo soprano,Naples,Italy
0161,Da capo,Osmida,Male,Parte ultima,Naples,Italy
0162,Dal segno,Araspe,Male,Secondo uomo,Naples,Italy
0163,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0164,recit,Didone,Male,Prima donna,Naples,Italy
0165,Da capo,Araspe,Male,Secondo uomo,Naples,Italy
0166,AB,Didone,Male,Prima donna,Naples,Italy
0167,Dal segno,Enea,Male,Primo soprano,Padua,Italy
0168,Da capo,Iarba,Male,Tenore,Padua,Italy
0169,Dal segno,"Didone,Enea",Male&Male,"Prima donna,Primo soprano",Venice,Italy
0170,Dal segno,Osmida,Male,Parte ultima,Venice,Italy
0171,Dal segno,Iarba,Male,Tenore,Venice,Italy
0172,Dal segno,Selene,Male,Seconda donna,Venice,Italy
0173,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0174,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0175,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0176,Dal segno,Selene,Male,Seconda donna,Venice,Italy
0177,Da capo,Iarba,Male,Tenore,Venice,Italy
0178,Dal segno,Didone,Male,Prima donna,Venice,Italy
0179,Dal segno,Osmida,Male,Parte ultima,Venice,Italy
0180,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0181,Dal segno,Selene,Male,Seconda donna,Venice,Italy
0182,A,Didone,Male,Prima donna,Venice,Italy
0183,Dal segno,Iarba,Male,Tenore,Venice,Italy
0184,recit,Didone,Male,Prima donna,Venice,Italy
0185,recit,Enea,Male,Primo soprano,Wermsdorf,Empire
0186,Dal segno,Selene,Male,Seconda donna,Wermsdorf,Empire
0187,Da capo,Osmida,Male,Parte ultima,Wermsdorf,Empire
0188,Dal segno,Iarba,Male,Tenore,Wermsdorf,Empire
0189,Dal segno,Araspe,Male,Secondo uomo,Wermsdorf,Empire
0190,Dal segno,Iarba,Male,Tenore,Wermsdorf,Empire
0191,Dal segno,Araspe,Male,Secondo uomo,Wermsdorf,Empire
0192,Dal segno,Enea,Male,Primo soprano,Wermsdorf,Empire
0193,Da capo,Araspe,Male,Secondo uomo,Wermsdorf,Empire
0194,Dal segno,Selene,Male,Seconda donna,Wermsdorf,Empire
0195,Da capo,Iarba,Male,Tenore,Wermsdorf,Empire
0196,Dal segno,Didone,Male,Prima donna,Wermsdorf,Empire
0197,Dal segno,Enea,Male,Primo soprano,Wermsdorf,Empire
0198,recit,Enea,Male,Primo soprano,Rome,Italy
0199,Dal segno,Selene,Male,Seconda donna,Rome,Italy
0200,Da capo,Osmida,Male,Parte ultima,Rome,Italy
0201,Dal segno,Iarba,Male,Tenore,Rome,Italy
0202,Da capo,Selene,Male,Seconda donna,Vienna,Empire
0203,Dal segno,Araspe,Male,Secondo uomo,Vienna,Empire
0204,Da capo,Araspe,Male,Secondo uomo,Vienna,Empire
0205,Dal segno,Didone,Male,Prima donna,Vienna,Empire
0206,Da capo,Selene,Male,Seconda donna,Vienna,Empire
0207,Dal segno,Iarba,Male,Tenore,Vienna,Empire
0208,Da capo,Enea,Male,Primo soprano,Vienna,Empire
0209,Da capo,Osmida,Male,Parte ultima,Vienna,Empire
0210,Dal segno,Enea,Male,Primo soprano,Vienna,Empire
0211,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0212,Dal segno,Osmida,Male,Parte ultima,Wermsdorf,Empire
0213,Dal segno,Enea,Male,Primo soprano,Wermsdorf,Empire
0214,Da capo,Enea,Male,Primo soprano,Rome,Italy
0215,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0216,Dal segno,Iarba,Male,Tenore,Rome,Italy
0217,Da capo,Selene,Male,Seconda donna,Vienna,Empire
0218,Da capo,Araspe,Male,Secondo uomo,Vienna,Empire
0219,Dal segno,Iarba,Male,Tenore,Vienna,Empire
0220,Da capo,Didone,Male,Prima donna,Rome,Italy
0221,Da capo,Enea,Male,Primo soprano,Rome,Italy
0222,Da capo,Enea,Male,Primo soprano,Rome,Italy
0223,Da capo,Osmida,Male,Parte ultima,Rome,Italy
0224,Da capo,Enea,Male,Primo soprano,Rome,Italy
0225,Da capo,Selene,Male,Seconda donna,Rome,Italy
0226,AA ,Didone,Male,Prima donna,Rome,Italy
0227,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0228,recit,Didone,Male,Prima donna,Rome,Italy
0229,Dal segno,Selene,Male,Seconda donna,Wermsdorf,Empire
0230,Dal segno,Enea,Male,Primo soprano,Genoa,Italy
0231,Da capo,Araspe,Male,Secondo uomo,Wermsdorf,Empire
0232,Da capo,Didone,Male,Prima donna,Wermsdorf,Empire
0233,Dal segno,Selene,Male,Seconda donna,Genoa,Italy
0234,AB,Didone,Male,Prima donna,Wermsdorf,Empire
0235,Dal segno,Osmida,Male,Parte ultima,Genoa,Italy
0236,Dal segno,Iarba,Male,Tenore,Genoa,Italy
0237,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0238,Da capo,Enea,Male,Primo soprano,Rome,Italy
0239,Dal segno,Enea,Male,Primo soprano,Genoa,Italy
0240,Da capo,Selene,Male,Seconda donna,Rome,Italy
0241,Dal segno,Iarba,Male,Tenore,Genoa,Italy
0242,ABAB,Enea,Male,Primo soprano,Venice,Italy
0243,Da capo,Selene,Male,Seconda donna,Venice,Italy
0244,Dal segno,Araspe,Male,Secondo uomo,Genoa,Italy
0245,Dal segno,Iarba,Male,Tenore,Genoa,Italy
0246,Da capo,Iarba,Male,Tenore,Venice,Italy
0247,Dal segno,Selene,Male,Seconda donna,Genoa,Italy
0248,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0249,Dal segno,Araspe,Male,Secondo uomo,Genoa,Italy
0250,Dal segno,Enea,Male,Primo soprano,Genoa,Italy
0251,Da capo,Enea,Male,Primo soprano,Venice,Italy
0252,Da capo,Iarba,Male,Tenore,Genoa,Italy
0253,Dal segno,Enea,Male,Primo soprano,Genoa,Italy
0254,Dal segno,Didone,Male,Prima donna,Padua,Italy
0255,Dal segno,Selene,Male,Seconda donna,Genoa,Italy
0256,Dal segno,Iarba,Male,Tenore,Genoa,Italy
0257,recit,Enea,Male,Primo soprano,Copenhagen,Empire
0258,Dal segno,Didone,Male,Prima donna,Genoa,Italy
0259,Dal segno,Osmida,Male,Parte ultima,Copenhagen,Empire
0260,Da capo,Iarba,Male,Tenore,Copenhagen,Empire
0261,Dal segno,Enea,Male,Primo soprano,Genoa,Italy
0262,Da capo,Araspe,Male,Secondo uomo,Copenhagen,Empire
0263,Dal segno,Araspe,Male,Secondo uomo,Genoa,Italy
0264,Da capo,Selene,Male,Seconda donna,Copenhagen,Empire
0265,Dal segno,Enea,Male,Primo soprano,Copenhagen,Empire
0266,recit,Didone,Male,Prima donna,Genoa,Italy
0267,AA ,Didone,Male,Prima donna,Genoa,Italy
0268,Dal segno,Selene,Male,Seconda donna,Genoa,Italy
0269,A,Iarba,Male,Tenore,Copenhagen,Empire
0270,Da capo,Iarba,Male,Tenore,Copenhagen,Empire
0271,Dal segno,Enea,Male,Primo soprano,Copenhagen,Empire
0272,Da capo,Osmida,Male,Parte ultima,Copenhagen,Empire
0273,recit,Didone,Male,Prima donna,Copenhagen,Empire
0274,Dal segno,Enea,Male,Primo soprano,Copenhagen,Empire
0275,Dal segno,Selene,Male,Seconda donna,Copenhagen,Empire
0276,A,Didone,Male,Prima donna,Copenhagen,Empire
0277,Dal segno,Enea,Male,Primo soprano,Copenhagen,Empire
0278,AA,Iarba,Male,Tenore,Copenhagen,Empire
0279,recit,Didone,Male,Prima donna,Prague,Empire
0280,AA ,Enea,Male,Primo soprano,Prague,Empire
0281,Dal segno,Osmida,Male,Parte ultima,Prague,Empire
0282,Dal segno,Iarba,Male,Tenore,Prague,Empire
0283,Dal segno,Enea,Male,Primo soprano,Prague,Empire
0284,Dal segno,Araspe,Male,Secondo uomo,Prague,Empire
0285,AA ,Enea,Male,Primo soprano,Venice,Italy
0286,Dal segno,Araspe,Male,Secondo uomo,Copenhagen,Empire
0287,Dal segno,Iarba,Male,Tenore,Prague,Empire
0288,AAA,Osmida,Male,Parte ultima,Prague,Empire
0289,Dal segno,Selene,Male,Seconda donna,Copenhagen,Empire
0290,ABABA,Araspe,Male,Secondo uomo,Prague,Empire
0291,Dal segno,Selene,Male,Seconda donna,Venice,Italy
0292,AA ,Enea,Male,Primo soprano,Paris,France
0293,Dal segno,Iarba,Male,Tenore,Venice,Italy
0294,Dal segno,Enea,Male,Primo soprano,Prague,Empire
0295,ABC,Didone,Male,Prima donna,Paris,France
0296,Dal segno,Selene,Male,Seconda donna,Prague,Empire
0297,AA,Enea,Male,Primo soprano,Venice,Italy
0298,AA,Enea,Male,Primo soprano,Prague,Empire
0299,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0300,AAA,Selene,Male,Seconda donna,Prague,Empire
0301,AA,Didone,Male,Prima donna,Prague,Empire
0302,AA,Araspe,Male,Secondo uomo,Prague,Empire
0303,ABCB,Iarba,Male,Tenore,Paris,France
0304,ABA,Iarba,Male,Tenore,Venice,Italy
0305,AA,Didone,Male,Prima donna,Venice,Italy
0306,Dal segno,Iarba,Male,Tenore,Prague,Empire
0307,Dal segno,Selene,Male,Seconda donna,Prague,Empire
0308,ABA,"Didone,Enea,Iarba",Male&Male&Male,"Prima donna,Primo soprano,Tenore",Prague,Empire
0309,AB,"Didone,Iarba",Male&Male,"Prima donna,Tenore",Paris,France
0310,ABAB,"Didone,Enea",Male&Male,"Prima donna,Primo soprano",Prague,Empire
0311,recit,Enea,Male,Primo soprano,Naples,Italy
0312,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0313,ABA,Enea,Male,Primo soprano,Naples,Italy
0314,AA,Selene,Male,Seconda donna,Naples,Italy
0315,ABCB,Araspe,Male,Secondo uomo,Naples,Italy
0316,ABA,Iarba,Male,Tenore,Naples,Italy
0317,ABA,Iarba,Male,Tenore,Naples,Italy
0318,AB,Osmida,Male,Parte ultima,Naples,Italy
0319,Da capo,Didone,Male,Prima donna,Hamburg,Empire
0320,ABC,Enea,Male,Primo soprano,Naples,Italy
0321,ABA,Araspe,Male,Secondo uomo,Naples,Italy
0322,Da capo,Iarba,Male,Tenore,Hamburg,Empire
0323,AAA,Selene,Male,Seconda donna,Naples,Italy
0324,Da capo,Enea,Male,Primo soprano,Stuttgart,Empire
0325,AAAB,Didone,Male,Prima donna,Naples,Italy
0326,Da capo,Iarba,Male,Tenore,Hamburg,Empire
0327,Da capo,Didone,Male,Prima donna,,
0328,Dal segno,Selene,Male,Seconda donna,Stuttgart,Empire
0329,A,Iarba,Male,Tenore,Stuttgart,Empire
0330,Da capo,Iarba,Male,Tenore,Rome,Italy
0331,AB,"Didone,Enea",Male&Male,"Prima donna,Primo soprano",Naples,Italy
0332,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0333,Dal segno,Osmida,Male,Parte ultima,Venice,Italy
0334,Da capo,Enea,Male,Primo soprano,Hamburg,Empire
0335,AB,Didone,Male,Prima donna,Hamburg,Empire
0336,Dal segno,Araspe,Male,Secondo uomo,Hamburg,Empire
0337,ABA,Selene,Male,Seconda donna,Naples,Italy
0338,ABAB,Iarba,Male,Tenore,Naples,Italy
0339,Da capo,Didone,Male,Prima donna,Rome,Italy
0340,ABA,Selene,Male,Seconda donna,Venice,Italy
0341,Dal segno,Iarba,Male,Tenore,Venice,Italy
0342,ABA,Araspe,Male,Secondo uomo,Naples,Italy
0343,ABA,Enea,Male,Primo soprano,Naples,Italy
0344,Dal segno,Osmida,Male,Parte ultima,Stuttgart,Empire
0345,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0346,AA,Didone,Male,Prima donna,Venice,Italy
0347,AA,Iarba,Male,Tenore,Naples,Italy
0348,Dal segno,Araspe,Male,Secondo uomo,Stuttgart,Empire
0349,Dal segno,Enea,Male,Primo soprano,Stuttgart,Empire
0350,AB,"Didone,Enea,Iarba",Male&Male&Male,"Prima donna,Primo soprano,Tenore",Venice,Italy
0351,Da capo,Didone,Male,Prima donna,Rome,Italy
0352,AA,Osmida,Male,Parte ultima,Naples,Italy
0353,AA,Iarba,Male,Tenore,Naples,Italy
0354,AA,Selene,Male,Seconda donna,Naples,Italy
0355,ABA,Didone,Male,Prima donna,Naples,Italy
0356,Da capo,Iarba,Male,Tenore,Rome,Italy
0357,Dal segno,Iarba,Male,Tenore,Stuttgart,Empire
0358,Dal segno,Araspe,Male,Secondo uomo,Stuttgart,Empire
0359,ABA,Araspe,Male,Secondo uomo,Naples,Italy
0360,Dal segno,Araspe,Male,Secondo uomo,Naples,Italy
0361,Da capo,Didone,Male,Prima donna,Rome,Italy
0362,Da capo,Enea,Male,Primo soprano,Rome,Italy
0363,ABA,Didone,Male,Prima donna,Breslau,Empire
0364,AAA,Didone,Male,Prima donna,Breslau,Empire
0365,ABAB,Enea,Male,Primo soprano,Breslau,Empire
0366,Dal segno,Iarba,Male,Tenore,Stuttgart,Empire
0367,AA,Didone,Male,Prima donna,Naples,Italy
0368,Da capo,Didone,Male,Prima donna,Rome,Italy
0369,Dal segno,Enea,Male,Primo soprano,Stuttgart,Empire
0370,ABCA,"Didone,Enea",Male&Male,"Prima donna,Primo soprano",Naples,Italy
0371,ABA,Iarba,Male,Tenore,Breslau,Empire
0372,Dal segno,Selene,Male,Seconda donna,Stuttgart,Empire
0373,AAA,Didone,Male,Prima donna,Stuttgart,Empire
0374,Dal segno,Enea,Male,Primo soprano,Hamburg,Empire
0375,AB,Didone,Male,Prima donna,,
0376,ABA,Selene,Male,Seconda donna,Breslau,Empire
0377,ABB,Enea,Male,Primo soprano,Breslau,Empire
0378,ABA,Iarba,Male,Tenore,Breslau,Empire
0379,Da capo,Osmida,Male,Parte ultima,Hamburg,Empire
0380,Da capo,Enea,Male,Primo soprano,Hamburg,Empire
0381,Dal segno,Osmida,Male,Parte ultima,Hamburg,Empire
0382,ABC,"Didone,Enea,Iarba",Male&Male&Male,"Prima donna,Primo soprano,Tenore",Stuttgart,Empire
0383,Da capo,Dircea,Male,Prima donna,Vienna,Empire
0384,Da capo,Enea,Male,Primo soprano,Rome,Italy
0385,ABA,Araspe,Male,Secondo uomo,Breslau,Empire
0386,Da capo,Timante,Male,Primo soprano,Vienna,Empire
0387,Da capo,Selene,Male,Seconda donna,Hamburg,Empire
0388,Da capo,Osmida,Male,Parte ultima,Rome,Italy
0389,Da capo,Creusa,Male,Seconda donna,Vienna,Empire
0390,Da capo,Dircea,Male,Prima donna,Vienna,Empire
0391,Da capo,Demofoonte,Male,Tenore,Vienna,Empire
0392,Da capo,Didone,Male,Prima donna,Hamburg,Empire
0393,Da capo,Iarba,Male,Tenore,Rome,Italy
0394,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0395,Da capo,Enea,Male,Primo soprano,Rome,Italy
0396,Da capo,Araspe,Male,Secondo uomo,Hamburg,Empire
0397,Da capo,Iarba,Male,Tenore,Hamburg,Empire
0398,ABA,Enea,Male,Primo soprano,Breslau,Empire
0399,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Vienna,Empire
0400,Da capo,Adrasto,Male,Settima parte,Vienna,Empire
0401,Da capo,Cherinto,Male,Secondo uomo,Vienna,Empire
0402,Da capo,Matusio,Male,Parte ultima,Vienna,Empire
0403,Da capo,Creusa,Male,Seconda donna,Vienna,Empire
0404,Da capo,Demofoonte,Male,Tenore,Vienna,Empire
0405,Da capo,Selene,Male,Seconda donna,Hamburg,Empire
0406,Da capo,Selene,Male,Seconda donna,Rome,Italy
0407,Da capo,Cherinto,Male,Secondo uomo,Vienna,Empire
0408,Da capo,Timante,Male,Primo soprano,Vienna,Empire
0409,Da capo,Creusa,Male,Seconda donna,Vienna,Empire
0410,Da capo,Cherinto,Male,Secondo uomo,Vienna,Empire
0411,Da capo,Dircea,Male,Prima donna,Vienna,Empire
0412,Da capo,Timante,Male,Primo soprano,Vienna,Empire
0413,Da capo,Demofoonte,Male,Tenore,Vienna,Empire
0414,Da capo,Araspe,Male,Secondo uomo,Hamburg,Empire
0415,Da capo,Iarba,Male,Tenore,Rome,Italy
0416,ABAB,Iarba,Male,Tenore,Breslau,Empire
0417,Da capo,Dircea,Male,Prima donna,Vienna,Empire
0418,Da capo,Demofoonte,Male,Tenore,Vienna,Empire
0419,Da capo,Timante,Male,Primo soprano,Vienna,Empire
0420,Da capo,Matusio,Male,Parte ultima,Vienna,Empire
0421,Da capo,Cherinto,Male,Secondo uomo,Vienna,Empire
0422,Da capo,Creusa,Male,Seconda donna,Vienna,Empire
0423,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0424,Da capo,Iarba,Male,Tenore,Rome,Italy
0425,Da capo,Selene,Male,Seconda donna,Rome,Italy
0426,Da capo,Didone,Male,Prima donna,Rome,Italy
0427,Da capo,Enea,Male,Primo soprano,Rome,Italy
0428,AA,Osmida,Male,Parte ultima,Breslau,Empire
0429,AA ,Enea,Male,Primo soprano,Breslau,Empire
0430,Da capo,Matusio,Male,Parte ultima,Naples,Italy
0431,Dal segno,Dircea,Male,Prima donna,Naples,Italy
0432,Dal segno,Demofoonte,Male,Tenore,Naples,Italy
0433,Da capo,Timante,Male,Primo soprano,Naples,Italy
0434,Dal segno,Creusa,Male,Seconda donna,Naples,Italy
0435,Da capo,Osmida,Male,Parte ultima,Rome,Italy
0436,AA,Didone,Male,Prima donna,Breslau,Empire
0437,AA,Selene,Male,Seconda donna,Breslau,Empire
0438,ABCA,Iarba,Male,Tenore,Breslau,Empire
0439,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0440,Da capo,Araspe,Male,Secondo uomo,Rome,Italy
0441,Da capo,Iarba,Male,Tenore,Rome,Italy
0442,ABCA,Araspe,Male,Secondo uomo,Breslau,Empire
0443,ABA,Matusio,Male,Parte ultima,Naples,Italy
0444,ABA,Dircea,Male,Prima donna,Naples,Italy
0445,ABA,Demofoonte,Male,Tenore,Naples,Italy
0446,ABA,Timante,Male,Primo soprano,Naples,Italy
0447,ABA,Cherinto,Male,Secondo uomo,Naples,Italy
0448,ABA,Creusa,Male,Seconda donna,Naples,Italy
0449,AB,Didone,Male,Prima donna,Breslau,Empire
